56	7400
9	300
9	300
16	200
32	300
64	100
30	400
56	200
48	200
40	100
16	300
184	400
512	400
24	400
9	200
12	200
9	200
8	200
16	200
32	300
10	200
20	100
40	200
8	200
424	400
8	1500
48	600
52	700
32	300
12	300
24	200
48	100
10	100
20	200
40	200
24	900
15	600
17	200
27	300
22	100
17	200
22	100
21	100
16	100
26	200
26	100
26	100
29	200
29	100
18	100
22	200
15	100
23	100
26	200
14	200
19	100
20	100
18	100
19	100
19	100
19	100
20	100
20	100
508	1100
148	800
16	900
32	500
10	500
20	300
40	300
22	600
16	200
15	200
25	200
13	200
20	100
25	200
21	200
13	100
17	100
18	100
18	100
19	100
23	200
30	300
18	100
19	100
20	100
22	100
19	200
14	100
15	100
14	100
18	100
15	200
24	100
18	200
19	100
20	100
13	100
16	100
24	100
25	200
17	200
12	400
20	100
21	100
13	100
18	100
23	100
13	100
16	100
16	100
25	300
30	100
13	100
8	300
18	100
21	100
16	0
16	100
16	100
17	100
13	100
13	100
14	0
23	100
26	100
26	100
26	100
26	100
27	100
15	100
16	0
19	100
17	200
14	100
12	100
13	100
12	100
13	0
12	0
13	100
16	100
23	100
23	100
23	100
26	200
26	100
26	100
30	100
30	100
30	100
20	100
19	100
25	100
17	100
17	0
20	100
20	100
20	100
24	100
24	100
24	100
16	100
21	0
16	100
25	200
16	100
22	100
17	100
15	100
23	100
17	100
27	200
21	100
11	100
23	100
22	100
21	200
16	100
21	100
16	100
25	100
16	100
22	100
17	100
15	100
13	100
17	100
27	200
21	100
12	100
12	100
13	100
19	100
20	100
14	100
15	100
10	100
27	100
27	100
11	100
18	0
26	0
13	100
21	100
22	100
34	200
13	100
14	100
15	100
25	200
23	200
24	0
36	100
34	100
46	700
20	100
30	100
24	100
33	100
30	100
39	200
9	100
26	100
26	200
10	100
23	100
11	100
18	100
23	100
12	100
9	100
8	500
25	100
30	100
24	100
26	100
21	100
23	100
23	100
23	100
26	100
12	100
13	100
18	0
22	100
13	100
19	100
14	100
14	0
24	100
18	100
17	100
24	100
33	100
18	100
26	100
33	100
31	100
19	100
28	100
26	1800
23	100
22	100
21	0
20	100
16	100
14	0
25	100
23	100
20	200
19	100
24	100
28	100
31	100
21	100
15	100
13	100
11	100
14	0
12	100
19	100
22	100
38	100
28	100
25	100
18	200
16	100
16	100
14	100
24	100
22	100
19	0
30	100
28	100
25	100
24	100
43	200
33	0
34	100
17	100
20	0
14	100
19	100
20	100
24	100
28	200
23	100
26	200
29	0
34	500
25	100
23	200
20	100
15	0
27	200
25	100
28	0
26	0
20	100
21	100
19	100
22	200
20	100
13	100
29	100
25	0
26	100
24	100
24	100
19	100
27	100
18	100
14	100
12	100
13	100
21	100
31	200
12	100
14	100
25	200
25	100
21	100
22	0
20	200
20	0
18	0
29	100
29	100
25	100
26	100
24	200
24	100
21	100
30	100
28	100
26	100
25	100
23	100
20	100
21	100
26	100
15	200
15	100
15	100
16	100
28	100
26	100
19	100
21	100
22	100
21	100
26	100
20	100
20	100
20	100
17	100
25	100
24	100
16	100
12	100
12	100
12	0
13	100
17	100
18	100
18	100
21	100
22	100
15	100
16	100
16	100
16	100
17	0
7	200
23	100
26	100
24	100
33	100
36	100
27	100
21	100
24	100
11	100
12	100
13	100
16	100
12	100
20	100
10	100
17	100
12	100
11	100
9	100
12	100
22	100
16	100
12	0
14	100
10	0
12	100
17	0
17	100
22	100
16	100
24	100
19	100
18	0
26	100
20	200
30	400
28	300
20	100
21	100
20	100
21	100
20	100
21	100
20	100
21	100
18	100
21	100
21	100
29	200
30	100
29	100
29	0
31	100
26	100
31	100
27	100
38	0
13	200
14	100
14	100
17	100
19	100
18	100
25	100
14	100
14	100
18	200
19	100
18	100
19	100
12	100
14	100
16	100
16	100
24	200
16	200
20	100
19	300
20	100
19	100
20	200
19	400
20	100
20	100
21	600
19	200
20	200
19	100
20	300
19	100
20	200
20	200
21	200
19	100
20	100
19	300
20	100
19	200
20	200
20	300
21	1000
19	100
20	100
19	100
20	100
19	100
20	300
20	300
21	200
26	700
26	200
28	100
28	300
28	100
28	200
26	300
26	200
28	200
28	200
28	100
28	700
26	200
26	100
28	600
28	100
28	300
28	100
18	600
17	200
15	100
13	100
13	100
14	100
24	100
22	200
33	200
26	100
17	100
14	100
22	200
23	100
20	200
21	100
20	100
21	100
10	200
16	0
17	100
18	200
21	100
22	200
15	100
15	100
28	300
14	200
22	200
14	200
22	100
12	0
20	200
12	100
17	200
15	100
16	200
15	100
16	100
15	100
16	100
15	100
16	100
13	0
13	500
24	100
13	100
24	100
18	100
19	100
16	0
17	100
16	100
17	100
15	100
15	100
26	200
15	100
26	200
16	100
16	100
16	100
17	100
16	100
21	100
22	100
23	100
20	100
21	100
20	200
21	100
19	300
19	100
30	300
19	100
30	100
20	100
20	100
20	100
14	100
30	100
31	100
28	100
12	100
13	100
12	100
13	100
12	100
13	100
13	0
14	0
12	100
13	100
12	100
13	100
12	0
13	100
13	100
14	100
12	100
13	0
12	100
13	0
12	100
13	100
13	100
14	100
12	100
13	100
12	100
13	100
12	100
13	100
13	100
14	100
22	100
19	100
19	100
21	100
21	100
21	100
21	100
19	100
19	100
21	100
21	100
21	100
21	100
19	100
19	100
21	0
21	100
21	100
21	200
24	100
14	100
19	100
13	100
19	100
18	100
26	100
27	100
26	0
27	100
27	100
28	100
27	100
26	100
27	100
17	200
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	0
18	100
17	0
18	100
17	100
18	100
19	100
19	100
19	100
19	100
20	100
20	0
20	100
18	100
17	100
18	100
17	0
18	100
18	100
17	0
18	100
19	100
19	100
19	0
22	0
22	0
21	100
18	100
19	100
19	100
20	200
18	100
19	100
19	100
20	100
18	100
19	100
19	0
20	100
19	100
18	100
19	100
19	100
20	100
19	100
20	100
20	100
22	0
23	100
18	100
19	100
18	100
19	100
18	100
19	100
18	100
19	100
22	100
23	0
19	100
20	100
19	100
20	0
19	100
20	100
19	0
20	100
22	100
23	200
13	100
14	100
13	100
14	0
13	100
14	0
11	100
17	100
19	100
20	100
11	100
22	4300
16	100
15	100
25	200
13	100
20	100
25	100
21	100
13	100
17	100
18	100
18	100
19	200
23	100
30	200
18	100
19	100
20	100
22	100
19	100
14	100
15	100
14	100
18	100
15	100
24	100
18	0
19	100
20	100
13	100
16	0
24	100
25	200
28	100
17	100
20	100
12	100
20	100
21	100
24	100
13	0
16	100
18	100
23	100
13	100
16	100
16	100
25	100
30	100
13	100
8	300
18	100
21	100
16	100
16	0
16	100
17	0
13	100
13	100
14	300
23	100
26	100
26	100
26	100
26	100
27	100
15	100
16	100
19	100
17	100
14	100
12	100
13	100
12	100
13	100
12	0
13	100
16	100
23	100
23	100
23	100
26	100
26	100
26	100
30	100
30	100
30	100
20	100
19	100
25	100
17	100
17	100
20	100
20	100
20	100
24	100
24	0
24	100
16	0
21	100
16	100
25	100
16	100
22	100
17	100
15	100
23	100
17	100
27	100
21	100
11	100
23	200
22	0
21	100
16	100
21	100
16	100
25	100
16	100
22	0
17	100
15	100
13	100
17	100
27	100
21	100
12	100
12	200
13	100
19	100
20	0
14	100
15	100
10	100
27	100
27	100
11	100
18	100
26	100
13	100
21	0
22	100
34	100
13	100
14	100
15	100
25	100
23	100
24	100
36	100
34	200
46	300
20	100
30	100
24	100
33	100
30	100
39	100
9	200
26	100
26	100
10	100
23	100
11	100
18	100
23	100
12	100
9	100
8	200
25	100
30	100
24	100
26	100
21	100
23	100
23	100
23	100
26	200
12	100
13	100
18	100
22	100
13	100
19	100
14	100
14	100
24	100
18	100
17	100
24	100
33	100
18	100
26	100
33	100
31	100
19	100
28	100
26	200
23	100
22	100
21	0
20	100
16	100
14	100
25	100
23	100
20	100
19	100
24	0
28	100
31	100
21	100
15	100
13	100
11	100
14	100
12	100
19	0
22	100
38	100
28	100
25	100
18	200
16	100
16	100
14	100
24	100
22	100
19	100
